00585 20030B|WHLUC|6|
00585 20030B|WHNOI|13|
00585 20030B|WHPUN|21|
00585 20030B|WHRAI|4|
00585 20030B|WHRAN|7|
00585 20030B|WMAHM|57|
00585 20030Y|WHGOA|7|
00585 20030Y|WHHUB|2|
00585 20030Y|WHIND|29|
00585 20030Y|WHLUC|1|
00585 20030Y|WHNAG|12|
00585 20030Y|WHNOI|6|
00585 20030Y|WHPUN|24|
00585 20030Y|WHRAI|7|
00585 20030Y|WHRAN|9|
00585 20030Y|WMAHM|27|
0058607501|QHAHM|2|
0058607501|QHIND|3|
0058607501|WHBHI|24|
0058607501|WHGOA|6|
0058607501|WHHUB|4|
0058607501|WHIND|2|
0058607501|WHLUC|3|
0058607501|WHNAG|1|
0058607501|WHNOI|1|
0058607501|WHRAN|5|
0058607501|WMAHM|13|
0058607502|WHBHI|29|
00600620|WHIND|24|
00600058|WHBAN|100|
006000608|WHBAN|300|
00600346|WHPUN|200|
006003530|WHPUN|200|
006003625|WHPUN|200|
00600368|WHPUN|500|
006003825|WHPUN|200|
0063530120|WHBHI|40|
006969321|WHIND|1|
00699010|WHRAI|3|
00699025|WHRAI|1|
00699030|WHRAI|2|
0069900212|WHLUC|1|
00699002129|WHPUN|1|
00699938012|QHBAN|1|
00699938012|WHPUN|4|
00699938012|WHRAN|1|
0070199132|WHBHI|10|
00701992278|WHBHI|7|
0070199278|WHBHI|13|
0070199278|WHIND|2|
0070199278|WHPUN|1|
0070199278|WMAHM|1|
0070199280|WHBHI|2|
007023520|WHBAN|1|
007023520|WHBHI|10|
007023520|WMAHM|1|
007023521|WHBAN|1|
007023521|WHBHI|12|
007023525|WHNOI|1|
007023525|WHRAI|1|
007023525|WMAHM|1|
007023526|WHBHI|1|
007023526|WHGOA|1|
007023526|WHNOI|1|
007023526|WMAHM|1|
007024510|QHAHM|5|
007024510|QHIND|2|
007024510|QHLUC|1|
007024510|QHNOI|1|
007024510|QHRAI|2|
007024510|WHBAN|4|
007024510|WHBHI|1|
007024510|WHGOA|1|
007024510|WHHUB|2|
007024510|WHIND|3|
007024510|WHLUC|1|
007024510|WHNAG|2|
007024510|WHNOI|1|
007024510|WHRAI|2|
007024510|WHRAN|2|
007024510|WMAHM|3|
007024510|WHHUB|1|
007024511|WHRAI|2|
0070245131|WHBHI|7|
007024515|WHLUC|1|
007024519|WHBAN|1|
007024519|WHBHI|9|
007024519|WHIND|1|
007024519|WHNOI|3|
007024519|WHPUN|1|
007024519|WHRAI|3|
007024519|WMAHM|1|
007024520|WHBAN|1|
007024520|WHBHI|13|
007024520|WHIND|2|
007024520|WHNOI|5|
007024520|WHPUN|1|
007024520|WHRAI|2|
007024521|WHBAN|2|
007024521|WHBHI|13|
007024521|WHIND|1|
007024521|WHNOI|7|
007024521|WHPUN|1|
007024521|WHRAI|2|
007024521|WMAHM|1|
007026211|WHPUN|1|
00702426061|WHBHI|2|
0070249932|WHGOA|2|
00703765|WHRAN|1|
00703 8691B|QHAHM|1|
00703 8691B|QHIND|2|
00703 8691B|QHNOI|1|
00703 8691B|WHGOA|6|
00703 8691B|WHHUB|5|
00703 8691B|WHIND|17|
00703 8691B|WHNAG|4|
00703 8691B|WHNOI|34|
00703 8691B|WHPUN|52|
00703 8691B|WHRAI|10|
00703 8691B|WHRAN|6|
00703 8691B|WMAHM|34|
00703 8691DS|QHAHM|1|
00703 8691DS|WHBAN|5|
00703 8691DS|WHBHI|4|
00703 8691DS|WHGOA|1|
00703 8691DS|WHIND|5|
00703 8691DS|WHNOI|3|
00703 8691DS|WHPUN|2|
00703 8691DS|WMAHM|19|
00703 8692B|QHBAN|1|
00703 8692B|QHIND|1|
00703 8692B|WHBAN|15|
00703 8692B|WHBHI|52|
00703 8692b|WHGOA|1|
00703 8692B|WHHUB|5|
00703 8692B|WHIND|11|
00703 8692B|WHNOI|2|
00703 8692B|WHPUN|2|
00703 8692b|WHRAI|3|
00703 8692B|WHRAN|7|
00703 8692B|WMAHM|5|
00703 8692S|WHIND|7|
0070793890|WHBAN|2|
007145507|WHPUN|2|
0071455624|QHRAN|1|
0071455624|WHBAN|1|
0071455624|WHBHI|3|
0071455624|WHGOA|1|
0071455624|WHIND|1|
0071455624|WHLUC|1|
0071455624|WMAHM|2|
0071455625|WHBAN|8|
0071520709|WHGOA|1|
007157619|WHHUB|5|
007157619|WHIND|1|
007157619|WHLUC|1|
007157619|WHNOI|3|
007157619|WHPUN|3|
007157619|WHRAN|1|
00715 76 19B|QHNAG|1|
00715 76 19B|WHHUB|2|
007201111|WHGOA|30|
007201111|WHPUN|4|
007201143|WHBHI|25|
007201143|WHGOA|2|
007201143|WHRAN|6|
007201111|QHIND|3|
007201111|WHBAN|90|
007201111|WHBHI|289|
007201111|WHGOA|6|
007201111|WHHUB|46|
007201111|WHIND|74|
007201111|WHNAG|45|
007201111|WHPUN|41|
007201111|WHRAI|10|
007201141|WHBAN|80|
007201141|WHBHI|257|
007201141|WHHUB|29|
007201141|WHIND|47|
007201141|WHNAG|70|
007201141|WHPUN|96|
007201141|WHRAI|5|
007201141|WMAHM|6|
007201143|QHIND|8|
007201143|WHBAN|127|
007201143|WHBHI|614|
007201143|WHGOA|35|
007201143|WHHUB|37|
007201143|WHIND|29|
007201143|WHNAG|52|
007201143|WHPUN|19|
007201143|WHRAI|10|
007201143|WMAHM|30|
00720 110 1P|QHBAN|1|
00720 110 1P|QHIND|13|
00720 110 1P|WHBAN|140|
00720 110 1P|WHBHI|447|
00720 110 1P|WHGOA|7|
00720 110 1P|WHHUB|191|
00720 110 1P|WHIND|185|
00720 110 1P|WHNAG|70|
00720 110 1P|WHNOI|58|
00720 110 1P|WHRAI|14|
00720 110 1P|WMAHM|30|
00720 110 2P|QHBAN|5|
00720 110 2P|QHIND|10|
00720 110 2P|WHBAN|10|
00720 110 2P|WHGOA|24|
00720 110 2p|WHHUB|53|
00720 110 2P|WHIND|7|
00720 110 2P|WHNAG|2|
00720 110 2P|WHNOI|17|
00720 110 2P|WHRAI|8|
00720 110 2P|WMAHM|35|
007201107|WHNAG|20|
00720 111 20P|QHBAN|119|
00720 111 20P|QHIND|60|
00720 111 20P|WHBHI|3233|
00720 111 20p|WHGOA|29|
00720 111 20P|WHHUB|156|
00720 111 20P|WHNOI|10|
00720 111 20P|WHPUN|130|
00720 111 20P|WHRAI|13|
00720 111 20P|WMAHM|42|
00720 111 30P|QHBAN|3|
00720 111 30P|QHIND|8|
00720 111 30P|WHBHI|173|
00720 111 30P|WHGOA|105|
00720 111 30P|WHHUB|138|
00720 111 30P|WHIND|180|
00720 111 30P|WHNAG|54|
00720 111 30p|WHPUN|96|
00720 111 30P|WHRAN|13|
00720 111 30P|WMAHM|73|
00720 111 40P|QHAHM|2|
00720 111 40P|QHBAN|42|
00720 111 40P|QHIND|28|
00720 111 40P|WHBAN|395|
00720 111 40p|WHBHI|1345|
00720 111 40P|WHGOA|25|
00720 111 40P|WHHUB|178|
00720 111 40P|WHIND|32|
00720 111 40P|WHNAG|74|
00720 111 40P|WHPUN|194|
00720 111 40P|WHRAI|10|
00720 111 40P|WMAHM|41|
00720 111 50P|QHNAG|3|
00720 111 50P|WHGOA|51|
00720 111 50p|WHHUB|54|
00720 111 50P|WHIND|10|
00720 111 50P|WHLUC|9|
00720 111 50P|WHNOI|87|
00720 111 50P|WHPUN|56|
00720 111 50P|WHRAI|40|
00720 111 50P|WHRAN|10|
00720 111 50P|WMAHM|35|
00731005|WHGOA|610|
00731005|WHPUN|507|
00731010|WHGOA|190|
00731010|WHHUB|20|
00731020|WHGOA|5|
00731020|WHHUB|20|
00731025|WHGOA|30|
00731025|WHHUB|20|
00731025|WHIND|748|
00731030|WHGOA|28|
00731030|WHIND|754|
00731030|WHPUN|245|
00731040|WHGOA|227|
00731075|WHIND|233|
00731075|WHNAG|60|
0073120020|WHGOA|65|
0073120020|WHIND|25|
0073120020|WHPUN|67|
0073120020|WHRAN|28|
0073120030|WHGOA|55|
0073120030|WHHUB|3|
0073120030|WHIND|56|
0073120030|WHNAG|80|
0073120030|WHPUN|94|
0073120040|WHGOA|27|
0073120040|WHHUB|66|
0073120040|WHLUC|166|
0073120040|WHPUN|78|
0073120040|WHRAN|16|
0073120120|QHRAN|10|
0073120120|WHGOA|47|
0073120120|WHIND|15|
0073120120|WHNAG|41|
0073120120|WHPUN|37|
0073120130|WHIND|9|
0073120140|WHIND|2|
0073120150|WHGOA|30|
0073120150|WHNOI|11|
0073120150|WHPUN|34|
0073120150|WMAHM|50|
0073120160|WHHUB|1|
008143565|WMAHM|1|
008143566|WHLUC|2|
008143566|WMAHM|1|
008143565|WHLUC|2|
008143565|WHRAN|2|
00818106091|QHBAN|1|
00818106091|WHBAN|49|
00818106091|WHGOA|39|
00818106091|WHHUB|27|
00818106091|WHIND|64|
00818106091|WHLUC|50|
00818106091|WHNOI|30|
00818106091|WHPUN|67|
00818106091|WHRAI|43|
00818106091|WHRAN|7|
00818106091|WMAHM|65|
00818 106 400A|WHNAG|84|
00821045|WHPUN|50|
0082520|WHNOI|1400|
0082620|WHNOI|1200|
0082620|WHPUN|450|
0082630|WHNOI|1900|
008301460|QHIND|1|
008301460|QHLUC|6|
008301460|WHBAN|3345|
008301460|WHBHI|1727|
008301460|WHGOA|725|
008301460|WHHUB|34|
008301460|WHIND|633|
008301460|WHLUC|338|
008301460|WHNAG|265|
008301460|WHNOI|205|
008301460|WHPUN|452|
008301460|WHRAI|275|
008301460|WHRAN|306|
008301460|WMAHM|693|
00830510|QHIND|8|
00830510|WHBAN|400|
00830510|WHGOA|100|
00830510|WHIND|508|
00830510|WHLUC|200|
00830510|WHNOI|261|
00830510|WHPUN|222|
00830510|WHRAI|298|
00830510|WHRAN|248|
00830510|WMAHM|100|
008305100|WHIND|149|
008305100|WHRAN|50|
008305105|WHIND|147|
00830515|WHBAN|351|
00830515|WHGOA|178|
00830515|WHHUB|52|
00830515|WHIND|779|
00830515|WHLUC|50|
00830515|WHNOI|425|
00830515|WHPUN|305|
00830515|WHRAI|4|
00830515|WHRAN|174|
00830515|WMAHM|100|
00830520|WHBAN|355|
00830520|WHGOA|200|
00830520|WHIND|518|
00830520|WHLUC|99|
00830520|WHNOI|510|
00830520|WHPUN|246|
00830520|WHRAN|257|
00830520|WMAHM|57|
00830525|WHBAN|350|
00830525|WHBHI|1145|
00830525|WHGOA|200|
00830525|WHHUB|45|
00830525|WHIND|1299|
00830525|WHLUC|50|
00830525|WHNOI|257|
00830525|WHPUN|214|
00830525|WHRAI|146|
00830525|WHRAN|316|
00830525|WMAHM|176|
00830530|WHBAN|500|
00830530|WHBHI|1466|
00830530|WHGOA|155|
00830530|WHIND|770|
00830530|WHLUC|45|
00830530|WHNOI|406|
00830530|WHPUN|167|
00830530|WHRAI|25|
00830530|WHRAN|287|
00830530|WMAHM|266|
00830535|QHIND|50|
00830535|WHBAN|400|
00830535|WHBHI|1470|
00830535|WHGOA|150|
00830535|WHHUB|77|
00830535|WHIND|1580|
00830535|WHLUC|238|
00830535|WHNAG|376|
00830535|WHNOI|462|
00830535|WHPUN|334|
00830535|WHRAN|236|
00830535|WMAHM|291|
00830540|WHBAN|120|
00830540|WHBHI|1605|
00830540|WHIND|635|
00830540|WHLUC|135|
00830540|WHNAG|423|
00830540|WHNOI|293|
00830540|WHPUN|209|
00830540|WHRAI|46|
00830540|WHRAN|218|
00830540|WMAHM|81|
00830545|WHBAN|500|
00830545|WHBHI|975|
00830545|WHHUB|523|
00830545|WHIND|1242|
00830545|WHLUC|301|
00830545|WHNAG|345|
00830545|WHNOI|250|
00830545|WHPUN|92|
00830545|WHRAN|235|
00830545|WMAHM|60|
0083055|QHGOA|25|
0083055|QHIND|1|
0083055|WHBAN|250|
0083055|WHBHI|2650|
0083055|WHGOA|150|
0083055|WHHUB|65|
0083055|WHIND|2177|
0083055|WHLUC|9|
0083055|WHNAG|198|
0083055|WHNOI|322|
0083055|WHPUN|109|
0083055|WHRAI|111|
0083055|WHRAN|292|
0083055|WMAHM|35|
00830550|WHBAN|400|
00830550|WHIND|357|
00830550|WHNAG|1|
00830550|WHNOI|200|
00830550|WHPUN|78|
00830550|WHRAN|37|
00830550|WMAHM|29|
00830555|WHBHI|200|
00830555|WHIND|681|
00830555|WHNAG|226|
00830555|WHNOI|100|
00830555|WHRAI|6|
00830555|WHRAN|200|
00830555|WMAHM|384|
00830560|WHBAN|27|
00830560|whbhi|300|
00830560|WHIND|701|
00830560|WHNAG|1|
00830560|WHRAN|112|
00830560|WMAHM|25|
00830565|WHIND|674|
00830565|WHLUC|40|
00830565|WHNAG|68|
00830565|WHPUN|15|
00830565|WHRAI|3|
00830565|WHRAN|50|
00830565|WMAHM|165|
00830570|WHIND|391|
00830570|WHLUC|20|
00830570|WHNAG|25|
00830570|WHRAN|1|
00830575|WHIND|581|
00830575|WHNAG|25|
00830575|WHPUN|9|
00830575|WHRAN|50|
00830575|WMAHM|255|
00830580|WHIND|579|
00830580|WHLUC|1|
00830580|WHNAG|25|
00830580|WHRAN|110|
00830580|WMAHM|75|
00830585|WHIND|761|
00830585|WHLUC|30|
00830585|WHNAG|25|
00830585|WHPUN|60|
00830585|WHRAI|4|
00830585|WMAHM|100|
00830590|WHIND|257|
00830590|WHNAG|25|
00830590|WMAHM|180|
00830595|WHIND|227|
00830595|WMAHM|200|
008307510|WHBAN|1520|
008307510|WHHUB|205|
008307510|WHIND|394|
008307510|WHRAN|45|
008307515|WHBAN|532|
008307515|WHHUB|100|
008307515|WHIND|384|
008307515|WHRAN|65|
008307520|WHBAN|881|
008307520|WHHUB|147|
008307520|WHIND|335|
008307520|WHNAG|20|
008307520|WHRAN|18|
008307525|WHBAN|549|
008307525|WHHUB|240|
008307525|WHIND|218|
008307525|WHNOI|24|
008307525|WHRAN|152|
008307530|WHBAN|465|
008307530|WHHUB|432|
008307530|WHIND|54|
008307530|WHNAG|3|
008307535|WHBAN|874|
008307535|WHHUB|377|
008307535|whind|392|
008307535|WHNAG|20|
008307535|WHRAN|138|
008307540|WHBAN|1113|
008307540|WHHUB|244|
008307540|WHIND|509|
008307540|WHNAG|20|
008307540|WHRAN|95|
008307545|WHBAN|900|
008307545|WHHUB|98|
008307545|WHIND|319|
008307545|WHNAG|20|
00830755|WHBAN|2060|
00830755|WHBHI|146|
00830755|WHHUB|425|
00830755|WHIND|434|
00830755|WHNAG|20|
008307550|WHBAN|450|
008307550|WHHUB|47|
008307550|WHIND|245|
008307550|WHNAG|20|
008307555|WHIND|302|
008307560|WHBAN|290|
008307560|WHBHI|349|
008307560|WHIND|302|
00831040|WHNOI|1000|
00831040|WHPUN|50|
00831050|WHNOI|500|
00831240|WHPUN|50|
00831420|WHPUN|75|
00831440|WHPUN|75|
00831670|WHNOI|30|
008324220|WHPUN|10|
008330240|WHPUN|8|
0083820|WHNOI|1400|
0083820|WHPUN|50|
0083825|WHNOI|1200|
0083830|WHNOI|1650|
0083830|WHPUN|50|
0083840|WHNOI|1200|
0083840|WHPUN|50|
0084550|WHNOI|1000|
0086535|WHPUN|90|
0086660|WHPUN|152|
0087516|WHPUN|19990|
00879414|WHBAN|255|
00879414|WHBHI|120|
00879414|WHGOA|8|
00879414|WHHUB|4|
00879414|WHIND|187|
00879414|WHLUC|235|
00879414|WHNAG|214|
00879414|WHRAI|45|
00879414|WHRAN|52|
008810140|WHIND|240|
00881016|WHPUN|200|
00881025|WHPUN|200|
00881235|WHPUN|200|
0088616|WHIND|175|
0088620|WHIND|126|
0088620|WHPUN|200|
0088812|WHPUN|200|
0088816|WHPUN|50|
0089001200|QHAHM|4|
0089001200|QHLUC|41|
0089001200|QHNOI|14|
0089001200|WHGOA|102|
0089001200|WHHUB|9|
0089001200|WHLUC|2191|
0089001200|WHNAG|124|
0089001200|WHNOI|582|
0089001200|WHRAI|72|
0089001200|WHRAN|40|
00890024200|WHBAN|200|
00890024200|WMAHM|100|
008900282|QHBAN|77|
008900282|WHPUN|19|
00890100|QHAHM|4|
00890100|QHBAN|3|
00890100|QHIND|1|
00890100|QHNOI|16|
00890100|QHRAN|17|
00890100|WHBHI|762|
00890100|WHGOA|20|
00890100|WHHUB|53|
00890100|WHIND|155|
00890100|WHNAG|46|
00890100|WHNOI|604|
00890100|WHPUN|175|
00890100|WHRAI|63|
00890100054|WHBAN|176|
00890100057|WHPUN|555|
00890100058|WHPUN|25|
00890100060|WHIND|4|
00890100061|WHGOA|24|
00890100070|WHNAG|1|
008901055|QHAHM|5|
008901055|QHBAN|4|
008901055|QHBHI|10|
008901055|QHLUC|1|
008901055|QHRAN|3|
008901055|WHBHI|200|
008901055|WHGOA|13|
008901055|WHIND|32|
008901055|WHLUC|11|
008901055|WHNAG|44|
008901055|WHNOI|7|
008901055|WHPUN|130|
008901055|WHRAI|64|
008901055|WHRAN|16|
008901055|WMAHM|77|
00890121|QHBAN|2|
00890121|WHBHI|1|
00890121|WHGOA|1|
00890121|WHIND|1|
00890121|WHLUC|2|
00890121|WHPUN|5|
0089012135|WHBAN|2|
0089012135|WHBHI|14|
0089012135|WHLUC|4|
0089012135|WHPUN|1|
00890121500|QHBAN|2|
00890121500|QHIND|10|
00890121500|QHNAG|8|
00890121500|QHNOI|17|
00890121500|QHRAI|15|
00890121500|QHRAN|2|
00890121500|WHGOA|27|
00890121500|WHHUB|40|
00890121500|WHIND|8|
00890121500|WHLUC|18|
00890121500|WHNAG|8|
00890121500|WHRAI|22|
00890121500|WHRAN|21|
00890121500|WMAHM|69|
00890200|QHAHM|11|
00890200|QHBAN|4|
00890200|QHGOA|26|
00890200|QHIND|1|
00890200|QHLUC|17|
00890200|QHNAG|3|
00890200|QHNOI|8|
00890200|WHHUB|23|
00890200|WHRAI|111|
00890200|WHRAN|79|
00890222500|QHAHM|26|
00890222500|QHNOI|4|
00890222500|WHIND|10|
00890222500|WHLUC|14|
00890222500|WHPUN|121|
0089025|WHBAN|1|
0089025|WHBHI|19|
0089025|WHIND|2|
0089025|WHLUC|10|
0089025|WHPUN|4|
0089025|WHRAN|8|
0089025|WMAHM|3|
00891001|QHNAG|3|
00891001|WHBHI|5|
00891001|WHIND|6|
00891001|WMAHM|13|
00891106840|QHBAN|1|
00891106840|WHBAN|3|
00891106840|WHBHI|34|
00891106840|WHGOA|1|
00891106840|WHHUB|1|
00891106840|WHIND|2|
00891106840|WHLUC|3|
00891106840|WHNOI|2|
00891106840|WHPUN|1|
00891106840|WHRAI|5|
00891106840|WMAHM|4|
00891300300|QHAHM|1|
00891300300|QHIND|2|
00891300300|QHLUC|2|
00891300300|WHBHI|1|
00891300300|WHGOA|1|
00891300300|WHHUB|2|
00891300300|WHIND|3|
00891300300|WHLUC|1|
00891300300|WHNAG|1|
00891300300|WHNOI|2|
00891300300|WHPUN|1|
00891300300|WHRAI|1|
00891300300|WHRAN|1|
00891300300|WMAHM|2|
00891500310|QHAHM|1|
00891500310|QHIND|1|
00891500310|QHNOI|4|
00891500310|WHBHI|5|
00891500310|WHGOA|1|
00891500310|WHHUB|1|
00891500310|WHIND|3|
00891500310|WHRAN|1|
00891500310|WMAHM|2|
008916561|WHIND|11|
00891700000|QHAHM|1|
00891700000|QHLUC|2|
00891700000|WHHUB|1|
00891700000|WHLUC|2|
00891700000|WMAHM|1|
00892001120|QHLUC|2|
00892001120|WHHUB|1|
00892001120|WHNAG|1|
00892790|WHBAN|2|
00892790|WHBHI|11|
00892790|WHLUC|7|
00892790|WHPUN|7|
00892790|WHRAN|4|
00892790|WMAHM|1|
008930120|WHBHI|19|
008930120|WHLUC|5|
0089301205|QHIND|2|
0089301205|QHNOI|1|
0089301205|WHBHI|62|
0089301205|WHIND|13|
0089301205|WHLUC|5|
0089301205|WHNAG|4|
0089301205|WHNOI|9|
0089301205|WMAHM|3|
0089301305|WHBAN|19|
0089301305|WHBHI|42|
0089301305|WHIND|2|
0089301305|WHLUC|3|
008930335|QHAHM|1|
008930335|WHBAN|8|
008930335|WHBHI|38|
008930335|WHNAG|2|
008930335|WHNOI|11|
008930335|WMAHM|5|
008931005|QHAHM|24|
008931005|QHBAN|2|
008931005|QHIND|19|
008931005|QHLUC|20|
008931005|QHNAG|4|
008931005|QHNOI|31|
008931005|QHRAN|16|
008931005|WHHUB|179|
008931005|WHLUC|376|
008931005|WHRAI|66|
00893106|QHAHM|19|
00893106|QHBAN|2|
00893106|QHIND|8|
00893106|QHLUC|33|
00893106|QHNAG|5|
00893106|QHNOI|37|
00893106|QHRAN|1|
00893106|WHBHI|919|
00893106|WHGOA|59|
00893106|WHHUB|14|
00893106|WHLUC|106|
00893106|WHRAI|46|
00893106|WHRAN|50|
00893106|WMAHM|490|
00893114115|WHGOA|3|
008931265|WHLUC|6|
008931265|WHPUN|14|
008931265|WHRAN|4|
008932210|QHAHM|3|
008932210|QHBAN|30|
008932210|QHGOA|11|
008932210|QHIND|21|
008932210|QHLUC|8|
008932210|QHNAG|5|
008932210|QHNOI|5|
008932210|QHRAN|11|
008932210|WHHUB|25|
008932210|WHLUC|112|
008932210|WHNAG|86|
008932210|WHRAI|35|
008932210|WHRAN|66|
008932210|WMAHM|184|
0089346805|WHBAN|0.6|
0089346805100|WHPUN|1|
0089347705|QHNOI|1|
0089347705|WHLUC|15|
0089347705|WHNOI|6|
0089347705|WHRAN|2|
00893557|WHRAN|5|
00893558|WHIND|18|
0089355835|WHBHI|1|
008935585|WHLUC|3|
008935585|WHNOI|4|
00893559|WHIND|2|
00893559|WHNAG|2|
00893 559 DC|QHIND|2|
00893 559 DC|WHNAG|10|
00893 559 DC|WHPUN|2|
0089355930|QHNAG|91|
0089355930|WHBAN|3730|
0089355931|WHBAN|793|
00893564|QHAHM|33|
00893564|QHIND|4|
00893564|QHNOI|1|
00893564|WHBAN|11|
00893564|WHBHI|222|
00893564|WHGOA|1|
00893564|WHHUB|4|
00893564|WHIND|13|
00893564|WHNOI|5|
00893564|WHPUN|16|
00893564|WMAHM|221|
00893565|WHGOA|1|
00893 565 DC|QHRAN|30|
00893 565 DC|WHHUB|86|
00893 565 DC|WHIND|17|
00893 565 DC|WHPUN|1|
00893 565 DC|WHRAI|7|
00893995681|QHLUC|40|
008939969|WHNOI|5|
008939969|WHPUN|2|
00899420001|WHLUC|1|
00899600|WHBAN|25|
00899600|WHBHI|37|
00899600|WHGOA|5|
00899600|WHHUB|1|
00899600|WHLUC|14|
00899600|WHNAG|2|
00899600|WHPUN|36|
00899600|WHRAI|4|
00899600|WHRAN|1|
00899600|WMAHM|10|
0090690|WHBHI|250|
009148|WHBHI|900|
0091612|WHBHI|100|
0091690|WHBHI|200|
00941025|WHLUC|199|
00955900203|WHLUC|1|
009748|WHBHI|650|
0097510|WHBHI|300|
0097512|WHBHI|300|
0097614|WHBHI|500|
0097640|WHPUN|100|
0097680|WHBHI|98|
0097816|WHBHI|100|
0097820|WHBHI|50|
0097840|WHBHI|50|
0097865|WHBHI|200|
00982006|WHBHI|4|
00982008|WHBAN|2|
00982008|WHLUC|2|
00982008|WHNOI|1|
00982008|WHRAI|4|
00982008|WMAHM|3|
00982111|WHGOA|2|
00982111|WHLUC|5|
00984160108|WHHUB|8|
00984160108|WHLUC|8|
00984160108|WHNAG|4|
009920018|QHRAI|9|
009920018|WHPUN|25|
009920018|WMAHM|25|
009920024|WHBHI|5|
009920024|WHNOI|54|
009920024|WHPUN|274|
009920024|WMAHM|156|
00992624|WHNOI|50|
00992624|WHRAN|2|
0099261210|WHNOI|10|
0099825|WHPUN|50|
00999999999|WHPUN|51|
00WIC 2500|QHBAN|1|
00WIC 2500|WHBAN|5|
00WIC 2500|WHBHI|1|
00WIC 2500|WHGOA|4|
00WIC 2500|WHHUB|2|
00WIC 2500|WHIND|2|
00WIC 2500|WHLUC|2|
00WIC 2500|WHNOI|3|
00WIC 2500|WHPUN|1|
00WIC 2500|WHRAN|4|
00WIC 2500B|WHBAN|3|
00WIC 2500B|WHBHI|5|
00WIC 2500B|WHGOA|1|
00WIC 2500B|WHHUB|1|
00WIC 2500B|WHLUC|1|
00WIC 2500B|WHNAG|1|
00WIC 2500B|WHNOI|1|
00WIC 2500B|WHPUN|1|
00WIC 2500B|WMAHM|1|
00WIC 2500M1|WHBAN|3|
00WIC 2500M1|WHNAG|1|
00WIC 2500M1|WHPUN|2|
00WIC 2500M1|WHRAN|1|
00WIC 2500M10|WMAHM|6|
00WIC 2500M13|WHPUN|4|
00WIC 2500M13|WMAHM|1|
00WIC 2500M2|WHBAN|4|
00WIC 2500M2|WHBHI|2|
00WIC 2500M2|WHIND|10|
00WIC 2500M2|WHPUN|3|
00WIC 2500M3|WHBHI|6|
00WIC 2500M4|WHBAN|4|
00WIC 2500M4|WHBHI|3|
00WIC 2500M4|WHPUN|1|
00WIC 2500M5|WHBAN|3|
00WIC 2500M5|WHBHI|4|
00WIC 2500M5|WHIND|1|
00WIC 2500M8|WHBAN|5|
00WIC 2500M9|WHBAN|3|
00WIC 2500M9|WHBHI|2|
00WIC 2500M9|WHRAN|4|
00WIC 5000|WHPUN|1|
01001020|WHNOI|100|
010048|WHNOI|100|
0100620|WHNOI|100|
01034819|WHGOA|10|
01232225|WHNOI|10000|
01233916|WHBHI|17853|
0174355100|WHBHI|3500|
0185224125|WHBHI|15000|
0185224125|WHNOI|33000|
0185224135|WHLUC|10000|
0185224138|WHNOI|32000|
0185244119|WHNOI|14000|
0185244125|WHBHI|19000|
0185244125|WHNOI|163000|
0185244130|WHNOI|7000|
0185244135|WHLUC|20000|
0185244138|WHBHI|19000|
