0613 421 055|0613421055060    1|BB00|BB0|120||120|022702|C|022702|60|999999|999000|PC|000|X|
0613 252 2|06132522  060    1|BB00|BB0|120||120|022703|A|022703|100|999999|999000|PC|000|X|
0613 262 1|06132621  060    1|BB00|BB0|120||120|022703|B|022703|60|999999|999000|PC|000|X|
0613 286 08|061328608 060    1|BB00|BB0|120||120|022703|C|022703|90|999999|999000|PC|000|X|
0613 286 06|061328606 060    1|BB00|BB0|120||120|022704|A|022704|90|999999|999000|PC|000|X|
0613 286 07|061328607 060    1|BB00|BB0|120||120|022704|B|022704|150|999999|999000|PC|000|X|
0613 286 05|061328605 060    1|BB00|BB0|120||120|022705|A|022705|60|999999|999000|PC|000|X|
0613 286 10|061328610 060    1|BB00|BB0|120||120|022705|B|022705|60|999999|999000|PC|000|X|
0613 286 13|061328613 060    1|BB00|BB0|120||120|022705|C|022705|60|999999|999000|PC|000|X|
0613 489 2|06134892  060    1|BB00|BB0|120||120|022706|A|022706|70|999999|999000|PC|000|X|
0613 421 035|0613421035060    1|BB00|BB0|120||120|022901|A|022901|70|999999|999000|PC|000|X|
0613 700|0613700   060    1|BB00|BB0|120||120|022901|B|022901|60|999999|999000|PC|000|X|
0613 701|0613701   060    1|BB00|BB0|120||120|022901|D|022901|100|999999|999000|PC|000|X|
0613 704|0613704   060    1|BB00|BB0|120||120|022901|C|022901|100|999999|999000|PC|000|X|
0613 421 004|0613421004060    1|BB00|BB0|120||120|022902|A|022902|70|999999|999000|PC|000|X|
0613 421 065|0613421065060    1|BB00|BB0|120||120|022902|B|022902|40|999999|999000|PC|000|X|
0613 421 08|061342108 060    1|BB00|BB0|120||120|022902|C|022902|60|999999|999000|PC|000|X|
0613 131 12|061313112 061   10|BB00|BB0|120||120|022903|C|022903|40|999999|999000|PC|000|X|
0613 473 1|06134731  060    1|BB00|BB0|120||120|022903|B|022903|70|999999|999000|PC|000|X|
0713 92  07|071392 07 061    1|BB00|BB0|120||120|022903|A|022903|70|999999|999000|PC|000|X|
0613 421 12|061342112 060    1|BB00|BB0|120||120|022904|A|022904|40|999999|999000|PC|000|X|
0613 422 1|06134221  060    1|BB00|BB0|120||120|022904|B|022904|90|999999|999000|PC|000|X|
0613 437 25|061343725 060    1|BB00|BB0|120||120|022904|C|022904|90|999999|999000|PC|000|X|
0613 251 05|061325105 060    1|BB00|BB0|120||120|022905|A|022905|100|999999|999000|PC|000|X|
0613 252 1|06132521  060    1|BB00|BB0|120||120|022905|B|022905|100|999999|999000|PC|000|X|
0613 261 08|061326108 060    1|BB00|BB0|120||120|022905|C|022905|40|999999|999000|PC|000|X|
0613 437 20|061343720 060    1|BB00|BB0|120||120|022905|D|022905|60|999999|999000|PC|000|X|
0613 200 055|0613200055960    1|BB00|BB0|120||120|022906|A|022906|60|999999|999000|PC|000|X|
0613 422 2|06134222  060    1|BB00|BB0|120||120|022906|B|022906|60|999999|999000|PC|000|X|
0613 422 3|06134223  060    1|BB00|BB0|120||120|022906|C|022906|40|999999|999000|PC|000|X|
0613 422 4|06134224  060    1|BB00|BB0|120||120|022906|D|022906|40|999999|999000|PC|000|X|
0613 631 03|061363103 061    1|BB00|BB0|120||120|023101|B|023101|90|999999|999000|PC|000|X|
0715 55  101|071555 101061    1|BB00|BB0|120||120|023101|A|023101|50|999999|999000|PC|000|X|
0956 109 05|095610905 061    1|BB00|BB0|120||120|023101|C|023101|10|999999|999000|PC|000|X|
0613 631 04|061363104 061    1|BB00|BB0|120||120|023102|A|023102|90|999999|999000|PC|000|X|
0613 631 055|0613631055061    1|BB00|BB0|120||120|023102|B|023102|60|999999|999000|PC|000|X|
0613 631 065|0613631065061    1|BB00|BB0|120||120|023102|C|023102|40|999999|999000|PC|000|X|
0613 632 4|06136324  061    1|BB00|BB0|120||120|023102|D|023102|40|999999|999000|PC|000|X|
0613 631 082|0613631082061    1|BB00|BB0|120||120|023103|B|023103|40|999999|999000|PC|000|X|
0613 631 10|061363110 061    1|BB00|BB0|120||120|023103|C|023103|40|999999|999000|PC|000|X|
0613 632 3|06136323  061    1|BB00|BB0|120||120|023103|D|023103|40|999999|999000|PC|000|X|
0613 632 0|06136320  061    1|BB00|BB0|120||120|023104|A|023104|60|999999|999000|PC|000|X|
0613 632 1|06136321  061    1|BB00|BB0|120||120|023104|B|023104|60|999999|999000|PC|000|X|
0613 632 2|06136322  061    1|BB00|BB0|120||120|023104|C|023104|60|999999|999000|PC|000|X|
0613 631 025|0613631025061    1|BB00|BB0|120||120|023105|A|023105|90|999999|999000|PC|000|X|
0613 631 035|0613631035061    1|BB00|BB0|120||120|023105|B|023105|90|999999|999000|PC|000|X|
0712 038 0|07120380  960    1|BB00|BB0|120||120|023105|C|023105|50|999999|999000|PC|000|X|
0613 390 2|06133902  060    1|BB00|BB0|120||120|023106|B|023106|30|999999|999000|PC|000|X|
